,SMILES,Value
125,CCOC(=O)c1ccccc1C(=O)OCC,3.23
126,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,4.4400001
127,CCCCOC(=O)c1ccccc1C(=O)OCCCC,4.5999999
128,O=[N+]([O-])c1ccccc1-c1ccccc1,4.3000002
129,ClCc1cccc2ccccc12,3.4300001
130,c1ccc2c(c1)[nH]c1ccccc12,3.9100001
131,Cc1cccc(N)c1C,2.5699999
132,Cc1c(N)cccc1Cl,3.3800001
133,Clc1cccc(Cl)c1Cl,4.21
134,Cc1cccc(C)c1N,2.5699999
135,Oc1c(Cl)cccc1Cl,3.73
136,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.0700002
137,Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,5.1100001
138,Cc1cc(C)c(N)c(C)c1,2.95
139,Oc1c(Cl)cc(Cl)cc1Cl,4.4099998
140,CCC(CC)C(=O)O,2.848
141,CC(=O)c1cccs1,2.4100001
142,CC(C)(C)c1ccccc1O,4.29
143,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,4.6500001
144,NC(=O)c1ccccc1N,2.1300001
145,CC(C)c1ccccc1O,3.6099999
146,Cc1ccccc1[N+](=O)[O-],3.26
147,O=[N+]([O-])c1ccccc1Cl,3.6800001
148,Nc1ccccc1[N+](=O)[O-],3.0799999
149,O=[N+]([O-])c1ccccc1O,3.6700001
150,O=[N+]([O-])c1cc(Cl)ccc1Cl,4.1300001
151,Cc1cc(O)c(C(C)C)cc1Cl,4.8499999
152,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,4.5300002
153,O=C(NO)c1ccccc1O,3.3800001
154,CC(=O)c1ccc(O)cc1O,3.25
155,O=Cc1ccccc1Cl,3.49
156,CCc1ccccc1O,3.1600001
157,O=Cc1ccccc1O,3.4200001
158,COc1ccccc1N,2.3099999
159,Brc1cccc2ccccc12,4.8600001
160,Cc1cccc2ccccc12,3.74
161,Clc1cccc2ccccc12,3.8099999
162,Oc1cccc2ccccc12,3.75
163,O=Cc1cc(Br)cc(Br)c1O,4.6500001
164,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,2.48
165,O=C(c1ccccc1)c1ccc(Br)cc1,4.2600002
166,COc1cccc(OC)c1O,2.4000001
167,N#Cc1ccccc1C#N,2.6600001
168,c1ccc2nccnc2c1,2.7
169,c1ccc2ncccc2c1,3.0899999
170,COc1ccccc1[N+](=O)[O-],2.9300001
171,Cc1ccc2ccccc2c1,4.0799999
172,Cc1ccc2ccccc2n1,3.47
173,CCN(CC)c1ccccc1,3.6600001
174,Oc1ccc(-c2ccccc2)cc1,4.3899999
175,c1ccc2nc3ccccc3nc2c1,4.4000001
176,CC(=O)c1ccc(-c2ccccc2)cc1,3.9200001
177,CCC(O)c1ccccc1,2.5699999
178,CCC(=O)c1ccccc1,2.9300001
179,COC(=O)c1ccccc1,3.23
180,CCOC(=O)c1ccccc1,2.99
181,O=C(Oc1ccccc1)c1ccccc1,4.3499999
182,C=COC(=O)C(CC)CCCC,4.046
183,CCCCOC(=O)c1ccc(O)cc1,4.3299999
184,CCOC(=O)c1ccc(OC)cc1,3.77
185,O=Cc1ccc(O)cc1O,3.5150001
186,c1ccc2scnc2c1,2.97
187,Cc1ccccc1O,2.71
188,Nc1ccccc1Cl,2.8299999
189,Cc1ccccc1N,2.8399999
190,Nc1ccccc1O,3.9400001
191,Oc1ccccc1Cl,3.1800001
192,Cc1ccc(C)c(C)c1,3.78
193,Cc1ccc(N)cc1C,2.8399999
194,Cc1ccc(O)cc1C,3.1199999
195,Cc1cc(Cl)ccc1N,3.3499999
196,Cc1cc(O)ccc1O,4.8600001
197,Nc1ccc(Cl)c(Cl)c1,4.3699999
198,Oc1ccc(Cl)c(Cl)c1,4.75
199,Cc1ccc(Cl)cc1N,3.5
200,Cc1ccc(N)cc1N,2.3399999
201,Nc1cc(Cl)ccc1Cl,3.5799999
202,Nc1cc(Cl)ccc1O,3.78
203,Cc1ccc(C)c(O)c1,3.1400001
204,Oc1ccc(Cl)c(O)c1,3.1300001
205,Clc1cc(Cl)c(Cl)cc1Cl,5.0
206,Oc1cc(Cl)c(Cl)cc1Cl,5.0999999
207,C=CCOC(=O)C(=C)C,2.3199999
208,OCC(Br)CBr,2.5139999
209,CCC(C)C=O,2.6889999
210,OC(CBr)CBr,3.5699999
211,CCC(=O)CC,1.544
212,OC(CCl)CCl,2.207
213,OCC(O)CCl,1.37
214,C=CC(=O)OC,3.55
215,COC(=O)CCl,3.8859999
216,O=C1CCCO1,1.283
217,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,5.1599998
218,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.72
219,CCOC(=O)C(C)C,1.729
220,C=C(C)C(=O)OCC,2.0699999
221,CC(C)COC(=O)C(C)C,2.4089999
222,C=C(C)C(=O)OCC(C)C,2.72
223,C=C(C)C(=O)OCCCC,2.73
224,CCC(C=O)CC,2.9460001
225,O=Cc1ccco1,2.98
226,O=Cc1cccs1,2.95
227,ClC(Cl)(Cl)c1ccccc1,2.73
228,CC(C)c1ccccc1,3.6900001
229,CC(O)c1ccccc1,2.3399999
230,CC(=O)c1ccccc1,2.54
231,ClC(Cl)c1ccccc1,3.1099999
232,O=[N+]([O-])c1ccccc1,3.1400001
233,CC(=O)c1cccc(N)c1,2.1800001
234,Cc1cccc([N+](=O)[O-])c1,3.4200001
235,O=[N+]([O-])c1cc(Br)c(O)c(Br)c1,4.3600001
236,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,4.1599998
237,Nc1ccc([N+](=O)[O-])cc1N,3.52
238,Nc1cc([N+](=O)[O-])ccc1O,3.47
239,O=Cc1cccc([N+](=O)[O-])c1,3.1099999
240,CCC(C)c1ccc(O)cc1,3.98
241,COC(=O)c1ccc(C)cc1,3.23
242,COC(=O)c1ccc(O)cc1,3.0799999
243,CCOC(=O)c1ccc([N+](=O)[O-])cc1,3.71
244,CC(C)c1ccc(O)cc1,3.47
245,CC(=O)c1ccc(O)cc1,2.7
246,O=C(O)c1ccc(O)cc1,1.98
247,Cc1ccc([N+](=O)[O-])cc1,3.6500001
248,O=[N+]([O-])c1ccc(Cl)cc1,3.4300001
249,Nc1ccc([N+](=O)[O-])cc1,4.1199999
250,O=[N+]([O-])c1ccc(O)cc1,4.4200001
251,COc1ccc(C(C)=O)cc1,2.8699999
252,CN(C)c1ccc(C=O)cc1,3.23
253,O=[N+]([O-])c1ccc(CBr)cc1,5.3099999
254,O=[N+]([O-])c1ccc(CCl)cc1,4.1799998
255,COc1ccc([N+](=O)[O-])cc1,3.54
256,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,4.3000002
257,CCOc1ccc([N+](=O)[O-])cc1,3.8299999
258,CCN(CC)CCO,1.505
259,O=Cc1ccccc1,2.8
260,N#Cc1cccnc1,2.26
261,ON=C1CCCCC1,2.204
262,COc1ccccc1,2.9000001
263,CSc1ccccc1,3.1800001
264,CC1(C)OCC(CO)O1,1.21
265,CC(C)(O)Cc1ccccc1,2.5899999
266,COC(=O)Cc1ccccc1,2.5999999
267,CC(C)(O)CCc1ccccc1,2.9300001
268,BrCCc1ccccc1,3.4200001
269,CCNc1ccccc1,3.0699999
270,CCOc1ccccc1,2.8599999
271,NC(=S)Nc1ccccc1,3.6099999
272,CCCCc1ccc(N)cc1,4.0700002
273,CCCCCCCCCc1ccc(O)cc1,5.4699998
274,CCCCC1CCC(=O)O1,2.6199999
275,CCCCCC1CCC(=O)O1,3.0139999
276,CCCCC(CC)CO,3.1670001
277,Cc1ccc(C#N)cc1,2.9000001
278,Cc1ccc(C=O)cc1,2.9430001
279,O=Cc1ccc(Cl)cc1,3.4000001
280,CCc1ccc(C)nc1,2.8199999
281,COc1ccc(Br)cc1,3.4000001
282,COc1ccc(C)cc1,3.25
283,N#Cc1ccc(C=O)cc1,3.04
284,C#CC(O)CCC,3.6570001
285,COC(=O)CC#N,1.66
286,CCOC(=O)CC,2.0550001
287,C=COC(=O)CC,2.3469999
288,CCOC(=O)CCl,4.0560002
289,CCC(C)OC(C)=O,2.3210001
290,CCOC(=O)CC(=O)OCC,2.003
291,CCCC(=O)OCC,2.51
292,CCNC(=S)NCC,2.24
293,CCOC(=O)CC#N,1.77
294,CN(CCO)CCO,1.166
295,CCCOC(=O)CCC,2.586
296,Cc1ccc(O)c(C)c1,3.1400001
297,CCCCOC(=O)CCCCC(=O)OCCCC,3.7920001
298,CCCOC(=O)CC,2.1849999
299,Brc1ccc(Br)cc1,3.6800001
300,Cc1ccc(Br)cc1,3.47
301,Nc1ccc(Br)cc1,4.0100002
302,Cc1ccc(C)cc1,3.25
303,Nc1ccc(Cl)cc1,3.05
304,Cc1ccc(N)cc1,2.95
305,C=CC(=O)OCC(C)C,3.29
306,COC(=O)CCC(=O)OC,1.943
307,CCCCCC(=O)OC,2.4389999
308,CCCCCCC(=O)OC,3.1040001
309,C=CCBr,3.569
310,C=CC=O,4.8899999
311,C=CCCl,2.0599999
312,OCCCl,1.5829999
313,CCCI,2.6099999
314,CCCN,2.293
315,CCC#N,1.028
316,N#CCCl,3.845
317,C#CCO,1.926
318,COC=O,1.502
319,CC(O)CC(C)(C)O,1.0470001
320,CC(C)(C)OC(=O)CCl,3.8540001
321,CCCC(C)Br,3.21
322,CC(C)CCBr,3.25
323,CCCC(C)=O,1.778
324,CC(O)CCO,0.699
325,CCCC(=O)O,2.428
326,CCC[N+](=O)[O-],2.01
327,C=COC(C)=O,2.141
328,CC(=O)CC(C)C,1.7920001
329,CC(=O)OC(C)C,1.41
330,C=C(C)OC(C)=O,2.5109999
331,CC1CCC(=O)O1,1.431
332,Cc1cccc(O)c1,2.9200001
333,Nc1cccc(Cl)c1,3.22
334,Oc1cccc(Cl)c1,3.8699999
335,Cc1cccc(N)c1,2.72
336,Cc1ccnc(C)c1,2.3499999
337,Cc1cccc(C)n1,2.1900001
338,COC(=O)CC(=O)OC,1.7130001
339,CCOC(=O)CC(C)C,2.277
340,Cc1cc(C)cc(O)c1,3.1099999
341,Cc1cc(C)cc(N)c1,2.6400001
342,Clc1cc(Cl)cc(Cl)c1,3.8699999
343,Oc1cc(O)cc(O)c1,1.74
344,Cc1ccncc1,2.1199999
345,OC1CCCCC1,2.234
346,O=C1CCCCC1,1.767
347,Cc1cccnc1,2.01
348,CN1CCNCC1,2.04
349,Cc1ccccn1,1.99
350,Clc1ccccn1,2.1600001
351,CCCCOC(=O)CCC,3.516
352,CCCCNC(=S)NCCCC,3.8599999
353,CCCOC(C)=O,1.762
354,CCCCBr,2.8199999
355,CCCCC,2.8
356,CCCCCl,2.0899999
357,CCCCN,2.427
358,CCCC#N,1.559
359,C=CCC#N,1.521
360,NCCCN,2.296
361,N#CCC#N,3.22
362,CNCCO,1.1799999
363,COCCN,1.21
364,c1cc[nH]c1,1.91
365,CC(=O)CCC(C)C,2.3540001
366,CC(=O)CCC(C)=O,1.597
367,CC(=O)OCC(C)C,1.73
368,C=CC(=O)NCNC(=O)C=C,2.4849999
369,CCOC(=O)CCCCCCCCC(=O)OCC,4.3540001
370,CCCCCC(C)=O,2.513
371,CCCCCBr,3.484
372,CCCCCC,3.72
373,CCCCC#N,1.993
374,N#CCCC#N,1.176
375,CCCCC=O,2.9779999
376,OCCCCO,0.764
377,OCC#CCO,1.1160001
378,CCCCNC,2.322
379,CCNCCO,1.351
380,CCCOC=O,1.978
381,C1=CCCCC1,2.99
382,CC(=O)CCC=C(C)C,2.5480001
383,O=C(O)CCCC(=O)O,2.3610001
384,CCCCCC#CC(=O)OC,4.04
385,CCCCCCC(C)=O,2.855
386,CCCCCCC(=O)O,2.8870001
387,O=C(O)CCCCCC(=O)O,2.4159999
388,O=C(O)CCCCCCCCC(=O)O,2.7320001
389,CCCCCCBr,3.937
390,CCCCCCN,2.78
391,CCCCCCO,2.6210001
392,OCCCCCO,1.066
393,OCCNCCO,1.206
394,CCCCCCCN,3.211
395,N#CCCCCC#N,1.462
396,CCCCCCCO,3.105
397,CCCCOCCO,1.626
398,CCCCCCC#CC(=O)OC,4.3200002
399,CCCCCCCCN,3.3510001
400,CCCCCCCCO,3.5829999
401,CCCCCCCCC(=O)O,3.3510001
402,CCCCCCCCCC(C)=O,4.5349998
403,CCCCCCCCOC(C)=O,4.0570002
404,CCCCCCCCCCOC(C)=O,4.8800001
405,CCCCCCCCCCO,4.335
406,CCCCCCCCCCC(=O)O,3.898
407,CCCCCCCCCCCO,4.9549999
408,CCCCCCCCCCCCO,5.1609998
409,CCCCCCCCCCCC=O,4.7600002
410,CCCCCCCCCCCCCO,5.4499998
411,CCCCCCCCCCCCCCO,4.6700001
412,C=CC(C)(C)O,1.6109999
413,C#CC(C)(C)O,1.689
414,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,4.8099999
415,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,4.8200002
416,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,6.3600001
417,Oc1c(Br)cc(Br)cc1Br,4.9099998
418,O=C(O)c1ccccc1Cl,2.55
419,Cc1ccc(O)c([N+](=O)[O-])c1,3.5699999
420,Nc1ccc(O)c([N+](=O)[O-])c1,3.8800001
421,CCOC(=O)c1ccc(O)cc1,3.5699999
422,CC(C)COC(=O)c1ccccc1,3.98
423,c1ccc2[nH]ccc2c1,3.21
424,Clc1ccc(Cl)c(Cl)c1,4.0799999
425,Oc1ccc(Cl)cc1Cl,4.04
426,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.8699999
427,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,3.8499999
428,CCOc1cc(C=O)ccc1O,3.02
429,O=[N+]([O-])c1cccc(Cl)c1,3.73
430,Nc1ccc([N+](=O)[O-])cc1Cl,3.75
431,CC(=O)c1cccc([N+](=O)[O-])c1,3.3199999
432,COC(=O)c1ccc(OC)cc1,3.3099999
433,CC(C)c1ccc(C=O)cc1,3.6700001
434,O=CCc1ccccc1,3.8699999
435,OCCCc1ccccc1,2.79
436,CCCCC(C=O)CC,3.161
437,CCc1ccc(O)cc1,3.21
438,O=Cc1ccc(O)cc1,3.266
439,COc1ccc(C=O)cc1,2.9530001
440,CCCC(C)C=O,2.526
441,C=COC(=O)CCC,2.618
442,CCOC(=O)CCC(=O)OCC,2.1489999
443,CCC=O,2.5150001
444,CC(C)CCO,1.964
445,C=CCOC(=O)CCCCC,3.2130001
446,CCCC=O,2.6199999
447,CCCCOC(C)=O,2.5139999
448,CCCCCCC(C)O,3.0
449,CCCCCCCC#N,3.283
450,CCCCCCCCC=O,3.8080001
451,CC(C)(N)CO,1.069
452,CC1(C)C2CCC1(C)C(O)C2,3.1500001
453,CC(=O)OC1CC2CCC1(C)C2(C)C,3.6800001
454,C=C(C)C#N,1.347
455,CC(O)CCl,1.508
456,CC(C)=NO,1.752
457,C#CC(C)(O)c1ccccc1,2.8199999
458,O=C1C=CC(=O)c2ccccc21,5.0
459,COC(=O)c1ccccc1C(=O)OC,2.5599999
460,O=C(c1ccc(O)cc1O)c1ccc(O)cc1O,3.96
461,O=C(c1ccccc1)c1ccc(O)cc1O,4.3699999
462,Cc1ccc(C(=O)c2ccccc2)cc1,4.4000001
463,COc1cc(C=O)cc(OC)c1O,3.1700001
464,COc1ccccc1C=O,3.1500001
465,O=C(Oc1cccc(O)c1)c1ccccc1,4.1100001
466,CCCCOC(=O)c1ccccc1,3.9200001
467,Nc1ccc(O)c(N)c1,3.1300001
468,CC(C)CC(=O)OCCc1ccccc1,4.0999999
469,N#CCc1ccccc1,2.6400001
470,NCCN1CCNCC1,2.21
471,N#CCc1ccc(Cl)cc1,3.6600001
472,C=CCc1ccc(OC)cc1,3.6400001
473,C=CC(=O)OCC,3.52
474,CCCCOC(=O)CCC(=O)OCCCC,3.5120001
475,CCOC(=O)CCCCC(=O)OCC,2.8740001
476,C=CC(=O)OCCCC,3.52
477,CCOC(C)=O,1.7029999
478,CC(=O)C=C(C)C,2.3599999
479,O=C(O)CC(=O)O,2.2909999
480,C=CCOC(=O)CCCCCC,3.7279999
481,CCCCCC(=O)O,2.7920001
482,c1cnccn1,1.1799999
483,CCCCCN,2.5150001
484,CCCCCCOC(C)=O,2.9909999
485,CCCCCCCCCO,3.855
486,NC(=O)CI,4.8540001
487,COc1cccc(C=O)c1O,3.3770001
488,CCCCC(CC)C(=O)O,3.076
489,COc1cccc(O)c1,2.6700001
490,O=C(O)Cc1ccc(O)cc1,1.5
491,NCCCO,1.308
492,c1ccc2nc3ccccc3cc2c1,4.4000001
493,c1ccc2c(c1)Oc1ccccc1S2,5.04
494,c1ccc2occc2c1,2.8900001
495,c1cn[nH]c1,1.29
496,c1c[nH]cn1,2.0
497,c1ccnnc1,1.59
498,c1cncnc1,1.25
499,C=CCc1ccccc1,3.1900001
500,O=[N+]([O-])c1cc(I)c(O)c(I)c1,4.8099999
501,O=C(O)c1cc(Cl)ccc1O,2.5999999
502,O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F,5.0799999
503,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,4.04
504,CCCCCCCCCC(=O)O,3.506
505,Oc1ccccc1F,3.1900001
506,Nc1ccc(F)cc1,3.5899999
507,Oc1ccc(F)cc1,3.02
508,Nc1cccc(F)c1,2.9000001
509,CC(=O)c1cc(F)ccc1O,3.04
510,OCc1c(F)c(F)c(F)c(F)c1F,2.8
511,O=Cc1ccccc1F,3.079
512,Fc1ccc(Br)cc1,3.1099999
513,C#CC(=O)O,2.7060001
514,O=C1C=CC(=O)c2c(O)cccc21,6.3299999
515,O=Cc1c(O)cc(O)cc1O,3.128
516,Cc1cccc(O)c1O,3.28
517,Oc1c(O)c(Br)c(Br)c(Br)c1Br,3.98
518,CCOc1cccc(C=O)c1O,3.8499999
519,COc1cc(C(C)=O)ccc1O,2.8800001
520,O=C1CCCCCO1,1.739
521,CCCCC(=O)CCCC,3.0739999
522,CC(C)CC(=O)O,2.6589999
523,Cc1cc(O)cc(O)c1,2.6099999
524,C1CSCCS1,2.8900001
525,COP(=O)(OC)OC,1.1799999
526,CC(=O)C(Cl)Cl,3.641
527,O=C1C=Cc2ccccc2C1=O,6.1999998
528,O=c1cc(-c2ccccc2)oc2ccccc12,4.4099998
529,Cc1cccc(O)c1C,3.1199999
530,Cc1cc(C)c(O)c(C)c1,3.4200001
531,Cc1ccccc1C#N,2.76
532,Oc1ccc(O)c(O)c1,3.4400001
533,O=C(CCl)CCl,5.046
534,O=C(O)c1cccc(Cl)c1,2.8699999
535,CC(C)c1ccc(CO)cc1,3.1800001
536,C#Cc1ccccc1,2.8599999
537,CCOC(=O)CCC(C)=O,1.6
538,CCC(=O)OCC(C)C,2.3069999
539,CC(=O)OC(C)(C)C,1.51
540,CC(C)CCN,2.4230001
541,Clc1cccc(Cl)c1,3.5599999
542,CC(C)CCC#N,2.214
543,CC(C)COC=O,1.692
544,CCCCI,3.3
545,N#CCCCl,2.0009999
546,CCCCCC(C)O,2.53
547,N#CCCCC#N,1.363
548,CCCCSCCCC,4.04
549,N#CC(Cl)(Cl)Cl,4.8829999
550,O=Cc1ccccc1[N+](=O)[O-],3.1700001
551,Nc1ccc(Cl)cc1Cl,3.5599999
552,CCC(=O)OC,1.391
553,O=[N+]([O-])c1cccc(O)c1,3.51
554,O=Cc1ccc([N+](=O)[O-])cc1,3.2
555,N#CCc1ccc([N+](=O)[O-])cc1,3.1300001
556,C=CCI,3.796
557,CC(C)=CCO,1.761
558,CC(=O)C(C)C,1.831
559,CC(C)C(Br)C(=O)O,2.451
560,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,3.8299999
561,Oc1cccc(Cl)c1Cl,4.2800002
562,Cc1cccc(C)c1O,2.9200001
563,O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],3.27
564,CCc1ccccc1N,2.78
565,CCc1cccc(CC)c1N,3.3099999
566,CC1CCCCC1=O,2.1900001
567,Oc1cc(Cl)ccc1Cl,4.1300001
568,CCC(O)CC,1.756
569,CCC(O)CO,0.95200002
570,O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,4.4099998
571,O=C(O)c1ccc(Br)cc1,3.1800001
572,CCc1cccc(N)c1,2.97
573,CCc1ccc(N)cc1,3.03
574,Cc1ccc(CO)cc1,2.51
575,CCCCC(O)CC,2.51
576,CCCCCC(O)CC,2.9400001
577,CCCCOC(=O)CC,3.1700001
578,CC(C)CC=O,2.6700001
579,Nc1cccc(O)c1,2.48
580,Oc1cc(Cl)cc(Cl)c1,4.5599999
581,Ic1ccccc1,3.3599999
582,CCCCC(C)=O,1.6569999
583,C=CCOC(C)=O,3.48
584,CCCCOC(N)=O,2.0339999
585,CCCCOC=O,2.066
586,C=CCSCC=C,2.6900001
587,NC(=O)C(Cl)(Cl)Cl,2.7119999
588,CNC(N)=S,1.63
589,COC(N)=O,1.025
590,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1O,4.8899999
591,Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],3.8399999
592,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,5.6599998
593,Oc1c(I)cc(I)cc1I,5.6700001
594,Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,4.23
595,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,4.52
596,O=C(O)c1cc(Br)ccc1Br,2.6900001
597,COC(=O)c1ccco1,2.1500001
598,Oc1ccc(Br)cc1Br,4.4000001
599,Oc1ccc(O)c(Cl)c1,4.2600002
600,Cc1ccc(Cl)c(O)c1,3.54
601,NCC(O)CO,1.188
602,Cc1ccsc1,2.3
603,CC(C)(O)c1ccccc1,2.4300001
604,CC(C)c1cccc(O)c1,3.6099999
605,O=C(O)c1cc(Br)cc(Br)c1,3.46
606,O=[N+]([O-])c1ccc(O)c(Cl)c1,4.1799998
607,N#Cc1cccc([N+](=O)[O-])c1,3.45
608,COC(=O)c1ccc([N+](=O)[O-])cc1,3.3900001
