,SMILES,Value
264,CN(C)C(=O)Nc1ccc(Cl)cc1,-2.6710000000000003
265,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.569
266,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,-3.876
267,CCCCBr,-2.303
268,Brc1cc(Br)c(Br)cc1Br,-6.001
269,CC(C)CC(=O)C,-1.1840000000000002
270,CCSC(=O)N(CC)C1CCCCC1 ,-3.35
271,COc1ccc(Cl)cc1,-3.057
272,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-7.44
273,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.06
274,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-3.845
275,Ic1cccc2ccccc12,-4.888999999999999
276,OCC(O)C(O)C(O)C(O)CO,0.647
277,CCS,-0.968
278,ClCC(Cl)Cl,-1.961
279,CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-3.141
280,NC(=O)c1ccccc1O,-1.942
281,Cc1ccccc1N(=O)=O,-2.589
282,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-1.942
283,CCc1ccccc1C,-3.2960000000000003
284,CCCCCCCCl,-3.003
285,O=C1NC(=O)NC(=O)C1(CC)CC,-1.265
286,C(Cc1ccccc1)c2ccccc2,-4.301
287,ClC(Cl)C(Cl)Cl,-2.549
288,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-4.228
289,Cc1ccc2c(ccc3ccccc32)c1,-4.87
290,CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-4.378
291,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-4.299
292,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,-2.426
293,CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-3.555
294,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-3.719
295,COc1ccc(cc1)N(=O)=O,-2.522
296,CCCCCCCl,-2.648
297,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-8.468
298,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,0.496
299,CCCCCCCCCCCCCCCCCCCCCCCCCC,-9.702
300,CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.471
301,CC(Cl)Cl,-1.5759999999999998
302,Nc1ccc(cc1)S(N)(=O)=O,-0.954
303,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-5.306
304,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.009
305,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.538
306,Clc1cccc(Cl)c1Cl,-4.008
307,ClC(Cl)(Cl)Cl,-2.607
308,O=N(=O)c1cc(Cl)c(Cl)cc1,-3.448
309,OC1CCCCCCC1,-2.14
310,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.073
311,CCOc1ccc(NC(N)=O)cc1,-2.167
312,C/C1CCC(\C)CC1,-3.305
313,c1cnc2c(c1)ccc3ncccc23,-2.994
314,COC(C)(C)C,-0.984
315,COc1ccc(C=CC)cc1,-3.254
316,CCCCCCCCCCCCCCCCO,-4.94
317,O=c1cc[nH]c(=O)[nH]1 ,-0.441
318,Nc1ncnc2nc[nH]c12 ,-1.255
319,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-6.709
320,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,-2.181
321,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-6.007000000000001
322,O=C(Nc1ccccc1)Nc2ccccc2,-3.611
323,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-2.272
324,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-5.686
325,CC(C)c1ccc(NC(=O)N(C)C)cc1,-2.867
326,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-2.231
327,CCC(C)(C)CO,-1.365
328,CCCOC(=O)CCC,-1.899
329,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-2.6060000000000003
330,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.99
331,C1CCCCCC1,-2.9160000000000004
332,CCCOC=O,-0.757
333,CC(C)c1ccccc1C,-3.585
334,Nc1cccc(Cl)c1,-2.392
335,CC(C)CC(C)C,-2.938
336,o1c2ccccc2c3ccccc13,-4.2010000000000005
337,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.184
338,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.065
339,c3ccc2nc1ccccc1cc2c3,-3.846
340,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-2.893
341,OCC1OC(O)C(O)C(O)C1O,0.501
342,Cc1cccc(O)c1,-2.313
343,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,-4.345
344,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,-4.731
345,O=N(=O)c1ccc(cc1)N(=O)=O,-2.281
346,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.781
347,CCCCCCCCCC(=O)OCC,-3.671
348,CN(C)C(=O)Nc1ccccc1,-1.847
349,CCCOCC,-1.072
350,CC(C)O,-0.261
351,Cc1ccc2ccccc2c1,-3.802
352,ClC(Br)Br,-2.54
353,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.854
354,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.391
355,ClCc1ccccc1,-2.887
356,C/C=C/C=O,-0.604
357,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.938
358,Cc1c2ccccc2c(C)c3ccccc13,-5.228
359,CCCCCC(=O)OC,-1.899
360,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-3.831
361,CC(=O)Nc1ccc(F)cc1,-2.181
362,CCc1cccc(CC)c1N(COC)C(=O)CCl ,-3.319
363,C1CCC=CC1,-2.16
364,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.159
365,c1cncnc1,-0.884
366,Clc1ccc(cc1)N(=O)=O,-2.901
367,CCC(=O)OC,-0.836
368,Clc1ccccc1N(=O)=O,-2.775
369,CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.157
370,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-2.398
371,O=N(=O)c1ccccc1,-2.2880000000000003
372,Ic1ccccc1,-3.8
373,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,-3.777
374,COc1ccccc1OCC(O)COC(N)=O,-1.4280000000000002
375,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.347
376,Oc1cccc(Cl)c1Cl,-3.144
377,CCCC(=O)OC,-1.1909999999999998
378,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.644
379,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-3.051
380,CCCCCC(=O)OCC,-2.254
381,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,-1.887
382,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.533
383,COc1nc(NC(C)C)nc(NC(C)C)n1,-3.448
384,CCCCCCC=C,-3.073
385,Cc1ccc(N)cc1,-1.954
386,Nc1nccs1 ,-1.226
387,c1ccccc1(OC(=O)NC),-1.947
388,CCCC(O)CC,-1.324
389,c3ccc2c(O)c1ccccc1cc2c3 ,-4.148
390,Cc1ccc2cc3ccccc3cc2c1,-4.87
391,Cc1cccc(C)c1C,-3.312
392,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.677
393,CCCCCCCC(C)O,-2.387
394,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.863
395,CCCC(=O)CC,-1.266
396,Oc1c(Br)cc(C#N)cc1Br ,-3.793
397,Clc1ccc(cc1Cl)c2ccccc2 ,-5.223
398,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.504
399,Oc1cccc2ncccc12 ,-2.725
400,CC1=C(SCCO1)C(=O)Nc2ccccc2,-2.927
401,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.085
402,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.835
403,ClCBr,-1.519
404,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-1.658
405,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.472
406,NC(=O)NCc1ccccc1 ,-1.509
407,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.048
408,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.5810000000000004
409,OC1CCCCCC1,-1.7
410,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-1.936
411,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,-2.96
412,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-0.7929999999999999
413,Oc1ccc(cc1)N(=O)=O,-2.318
414,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-5.511
415,C1CCOC1,-0.62
416,Nc1ccccc1N(=O)=O,-2.277
417,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-6.079
418,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-4.0760000000000005
419,Cc1c(cccc1N(=O)=O)N(=O)=O,-2.553
420,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.17
421,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-3.663
422,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-4.365
423,c1(Br)c(Br)cc(Br)cc1,-5.144
424,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.517
425,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.415
426,c1(O)c(C)ccc(C(C)C)c1,-3.224
427,C1SC(=S)NC1(=O),-0.396
428,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-2.7310000000000003
429,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.112
430,CCN(CC)C(=S)SSC(=S)N(CC)CC,-3.862
431,C1CCCCC1,-2.477
432,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.848
433,CN(C)C=Nc1ccc(Cl)cc1C,-3.164
434,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-3.927
435,CCCCCCCCO,-2.105
436,CCSCC,-1.598
437,ClCCCl,-1.374
438,CCC(C)(C)Cl,-2.278
439,ClCCBr,-1.7380000000000002
440,Nc1ccc(cc1)N(=O)=O,-1.936
441,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,1.071
442,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,-3.125
443,Clc1ccccc1,-2.975
444,CCCCCCCC=C,-3.427
445,Brc1ccc(I)cc1,-4.754
446,CCC(C)(O)CC,-1.308
447,CCCCCc1ccccc1,-3.899
448,NC(=O)NC1NC(=O)NC1=O ,0.652
449,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-5.052
